student_id,attendance_percentage,assessment_score,assignment_completion_rate,login_frequency,study_hours,activity_count,communication_score,course_progress_percentage,forum_participation,video_completion_rate,peer_interaction_score,risk_category
STU1633,60.42,60.75,73.03,21.72,6.81,44,80.59,9.78,17,88.17,33.18,Medium Risk
STU1634,90.54,78.4,75.97,19.63,5.23,23,54.46,64.15,5,74.26,83.76,Low Risk
STU1635,65.97,72.59,54.35,28.82,7.73,29,5.98,65.38,10,62.13,62.14,High Risk
STU1636,64.73,69.8,84.14,10.66,2.37,21,63.27,80.93,14,100.0,27.73,Low Risk
STU1637,54.81,58.9,100.0,5.22,7.7,19,43.18,100.0,16,67.34,29.13,Medium Risk
STU1638,79.62,71.66,49.84,11.11,13.99,17,22.36,56.64,4,75.3,47.77,High Risk
STU1639,100.0,62.77,63.2,25.48,5.56,17,91.92,46.16,7,68.93,69.66,Low Risk
STU1640,52.78,73.24,74.63,1.0,7.04,26,57.36,39.33,0,59.11,66.9,High Risk
STU1641,72.44,56.06,85.73,1.0,1.2,23,48.54,69.36,20,68.8,77.63,Medium Risk
STU1642,97.42,61.71,58.81,14.72,9.5,19,46.21,75.55,9,24.84,25.19,Medium Risk
STU1643,70.57,47.18,13.34,10.46,9.06,35,21.71,53.0,15,33.95,59.48,High Risk
STU1644,80.14,64.37,97.18,14.06,8.25,1,26.3,82.13,23,75.69,83.52,Low Risk
STU1645,52.88,50.4,85.21,21.56,7.13,25,83.27,75.24,13,100.0,81.66,Low Risk
STU1646,79.71,44.95,35.14,9.58,6.83,27,44.57,65.95,11,75.66,62.18,High Risk
STU1647,68.63,69.66,57.85,1.0,10.01,31,55.49,45.15,13,52.15,100.0,High Risk
STU1648,89.74,68.83,100.0,30.36,7.88,19,10.02,54.4,12,36.26,67.19,Low Risk
STU1649,93.37,79.09,98.96,6.02,9.26,22,26.0,11.55,21,85.26,75.85,Low Risk
STU1650,100.0,57.24,88.77,5.53,8.86,29,68.42,70.19,14,55.52,55.89,Low Risk
STU1651,82.43,72.34,66.48,22.83,12.49,34,63.31,65.58,7,82.15,39.38,Low Risk
STU1652,77.86,74.91,71.66,10.92,10.71,16,93.57,69.15,20,76.58,37.5,Low Risk
STU1653,75.5,73.01,67.38,13.49,8.77,22,84.55,76.1,21,78.52,58.63,Low Risk
STU1654,65.64,50.14,92.56,17.86,14.07,36,49.92,73.49,1,68.74,50.77,Medium Risk
STU1655,78.09,67.69,52.48,22.67,9.68,1,65.4,62.57,24,76.44,19.63,Medium Risk
STU1656,66.68,71.55,53.88,11.33,13.22,13,48.03,66.07,14,65.37,34.48,Medium Risk
STU1657,75.03,65.13,90.21,26.16,10.43,34,100.0,34.11,14,54.02,48.63,Low Risk
STU1658,95.72,27.44,69.11,1.0,0.63,30,80.28,52.16,20,46.8,69.55,High Risk
STU1659,53.88,67.89,97.57,20.08,13.22,25,58.73,66.11,7,15.53,54.68,Medium Risk
STU1660,92.52,100.0,56.57,7.28,8.54,15,59.41,48.81,19,64.02,53.56,Low Risk
STU1661,95.71,58.52,68.9,24.98,7.79,11,86.79,83.92,8,100.0,35.26,Low Risk
STU1662,69.87,51.89,51.55,15.14,9.13,14,67.75,50.51,0,84.06,55.46,High Risk
STU1663,33.81,71.72,70.15,8.62,6.62,35,89.29,69.76,4,73.01,81.38,High Risk
STU1664,61.06,70.62,40.43,19.3,8.91,13,6.74,67.56,16,51.85,58.11,High Risk
STU1665,95.35,86.47,60.25,21.15,5.63,21,65.15,81.42,4,89.94,24.85,Low Risk
STU1666,71.59,42.36,41.27,19.14,13.1,12,43.66,84.82,24,65.38,29.97,High Risk
STU1667,54.01,78.16,83.88,5.76,7.55,28,93.64,80.27,21,100.0,66.78,Low Risk
STU1668,62.91,75.63,84.33,10.13,6.47,14,89.02,18.67,22,46.42,50.51,Medium Risk
STU1669,87.13,62.44,35.39,13.97,4.3,19,55.72,91.27,12,51.5,53.51,High Risk
STU1670,81.84,71.1,96.68,13.67,9.08,3,88.78,98.6,14,49.36,42.75,Low Risk
STU1671,67.7,83.53,100.0,20.0,8.75,3,94.23,54.39,2,35.39,65.07,Low Risk
STU1672,65.4,80.7,70.92,1.0,9.55,20,56.64,70.21,19,47.39,48.98,Medium Risk
STU1673,64.95,44.43,57.18,16.67,3.89,6,100.0,45.4,15,70.27,51.27,High Risk
STU1674,55.4,79.76,100.0,11.68,1.6,41,54.31,22.14,16,52.33,37.98,Medium Risk
STU1675,100.0,63.84,43.62,7.29,10.5,1,50.28,48.75,25,0.0,73.43,High Risk
STU1676,66.2,66.31,70.4,8.06,13.94,11,74.05,53.12,7,91.63,50.58,Medium Risk
STU1677,93.91,66.32,73.59,12.28,3.89,20,47.22,57.19,10,30.95,67.16,Medium Risk
STU1678,99.38,62.3,96.9,1.0,14.36,16,56.88,43.9,14,80.96,31.13,Low Risk
STU1679,89.97,86.45,77.19,8.39,9.14,8,86.01,48.86,4,68.69,89.68,Low Risk
STU1680,64.23,63.49,60.03,6.99,7.97,10,55.42,64.76,10,100.0,80.55,High Risk
STU1681,79.27,44.85,50.98,18.26,6.41,10,17.71,48.06,15,89.93,16.8,High Risk
STU1682,71.56,57.92,63.16,7.56,2.46,17,63.08,76.96,9,56.9,38.96,High Risk
STU1683,55.73,68.22,49.86,12.28,11.95,39,39.68,80.0,22,52.55,64.55,Medium Risk
STU1684,77.84,87.13,70.96,26.34,4.9,20,74.04,100.0,0,100.0,28.61,Low Risk
STU1685,50.78,75.86,58.72,21.95,4.88,31,70.32,89.76,20,35.53,52.37,Medium Risk
STU1686,93.38,49.69,40.12,21.22,11.97,25,87.37,70.35,17,72.2,63.53,Medium Risk
STU1687,63.64,100.0,95.1,10.0,0.5,31,74.97,51.35,7,65.12,51.31,Low Risk
STU1688,75.62,69.77,60.05,18.34,1.91,1,78.99,71.46,4,60.45,65.78,Medium Risk
STU1689,77.1,87.96,44.64,12.13,7.93,16,40.28,72.19,0,75.78,41.13,Medium Risk
STU1690,67.34,62.27,66.63,12.43,9.17,33,72.69,53.71,5,72.17,10.12,Medium Risk
STU1691,82.56,74.6,71.37,17.28,9.94,14,98.31,82.24,20,78.06,74.64,Low Risk
STU1692,63.45,80.11,35.07,9.22,6.79,37,39.85,34.24,11,71.06,74.52,High Risk
STU1693,87.68,86.93,76.63,25.94,18.12,34,94.59,59.62,21,77.19,100.0,Low Risk
STU1694,47.77,84.03,49.06,12.72,7.09,15,42.91,77.23,7,70.05,10.86,High Risk
STU1695,74.27,80.7,100.0,18.95,7.08,14,36.26,58.67,17,53.49,70.02,Low Risk
STU1696,100.0,59.33,80.48,25.64,4.81,9,61.52,60.45,6,68.09,15.63,Low Risk
STU1697,53.99,54.71,62.0,22.25,8.5,13,70.75,61.97,4,52.28,90.13,High Risk
STU1698,59.8,70.99,55.1,2.73,10.46,7,75.06,46.62,11,50.83,64.76,High Risk
STU1699,81.25,81.8,67.9,17.56,12.81,24,33.84,90.83,6,60.6,35.96,Low Risk
STU1700,75.23,60.99,82.26,20.81,2.04,5,64.56,42.6,0,65.37,70.6,Medium Risk
STU1701,78.31,84.17,69.49,21.13,7.02,26,39.92,72.0,10,68.77,43.94,Low Risk
STU1702,80.81,91.15,65.66,5.09,9.79,26,22.24,74.1,12,88.16,61.01,Low Risk
STU1703,83.42,48.51,71.17,8.74,10.35,3,34.57,44.13,22,57.03,59.12,High Risk
STU1704,91.97,49.94,57.92,21.96,8.03,35,38.48,66.61,19,72.33,89.88,Medium Risk
STU1705,79.38,62.47,63.14,7.91,10.17,25,66.48,44.99,21,70.6,91.3,Medium Risk
STU1706,67.66,70.54,28.28,11.6,4.76,27,80.35,95.6,17,54.61,43.05,High Risk
STU1707,84.11,55.56,89.47,26.61,14.23,12,22.59,39.95,14,69.62,76.16,Low Risk
STU1708,100.0,89.34,75.98,13.62,11.97,26,62.74,50.61,2,90.06,62.1,Low Risk
STU1709,69.61,72.63,54.53,8.19,2.62,31,29.11,38.07,13,72.1,26.75,High Risk
STU1710,54.46,65.71,100.0,6.98,3.7,19,68.84,35.13,16,72.98,41.08,Medium Risk
STU1711,91.93,39.15,71.74,16.66,3.81,40,41.3,100.0,23,52.48,100.0,Low Risk
STU1712,69.83,41.32,49.28,3.33,10.71,20,31.87,76.94,17,100.0,62.16,High Risk
STU1713,32.89,70.06,87.13,12.02,2.86,31,72.59,68.09,21,53.74,75.0,Medium Risk
STU1714,87.25,26.61,77.96,16.67,6.68,22,42.09,50.56,3,31.31,50.76,High Risk
STU1715,62.36,83.23,77.89,24.39,9.82,25,48.05,84.97,9,86.92,44.2,Low Risk
STU1716,70.37,62.15,61.48,19.34,7.74,3,6.16,46.87,15,65.47,55.55,High Risk
STU1717,77.98,100.0,79.01,8.29,9.04,23,75.82,82.46,21,61.33,49.68,Low Risk
STU1718,75.43,100.0,64.76,23.43,3.74,12,73.06,45.8,10,56.0,25.13,Low Risk
STU1719,84.77,61.73,81.12,11.6,10.38,11,55.12,50.82,11,100.0,34.93,Low Risk
STU1720,64.16,63.09,31.9,4.11,5.55,37,21.39,81.68,17,75.8,69.16,High Risk
STU1721,81.24,82.92,61.32,12.62,6.7,17,81.61,84.0,2,80.09,47.39,Low Risk
STU1722,67.33,95.66,100.0,25.51,8.95,9,40.34,78.14,24,71.58,55.51,Low Risk
STU1723,85.3,35.52,54.66,15.32,8.41,16,45.03,41.91,4,73.94,59.7,High Risk
STU1724,83.08,32.85,57.92,14.1,8.1,6,100.0,55.17,0,98.77,61.26,High Risk
STU1725,55.16,53.8,61.04,27.1,5.0,34,39.52,68.45,12,62.48,77.93,High Risk
STU1726,91.55,75.49,45.7,2.55,6.8,13,71.33,46.32,25,35.95,33.03,Medium Risk
STU1727,62.35,73.94,25.83,3.72,8.01,25,67.37,95.16,16,87.1,66.41,High Risk
STU1728,86.55,84.26,65.39,1.07,2.5,33,63.58,12.16,18,78.93,70.1,Medium Risk
STU1729,78.61,43.41,72.72,16.98,6.15,14,61.2,47.87,12,70.38,74.72,High Risk
STU1730,100.0,23.31,68.95,15.33,9.55,25,63.28,53.79,10,78.36,26.74,Medium Risk
STU1731,67.98,80.44,67.1,26.34,2.89,9,60.98,2.43,0,59.84,60.1,High Risk
STU1732,65.71,50.09,70.86,15.95,12.63,44,53.86,34.28,0,68.46,89.32,High Risk
STU1733,71.65,28.67,90.46,10.77,13.08,29,88.25,78.76,13,65.1,53.02,Medium Risk
STU1734,66.54,67.61,66.19,14.01,3.02,18,26.12,65.67,22,54.99,64.67,High Risk
STU1735,86.4,79.28,58.52,14.94,13.43,12,77.47,99.61,14,94.16,70.61,Low Risk
STU1736,42.91,62.8,64.38,1.0,7.43,18,73.09,98.99,16,36.93,34.49,High Risk
STU1737,53.03,56.76,81.59,35.68,9.67,16,70.36,74.53,24,100.0,91.68,Low Risk
STU1738,52.78,62.13,98.24,18.16,6.01,39,79.57,71.89,14,87.3,64.99,Low Risk
STU1739,89.11,58.33,57.44,15.68,11.69,7,52.96,66.45,11,28.88,65.39,High Risk
STU1740,100.0,40.74,71.98,18.92,9.62,21,13.88,6.59,5,63.07,21.76,High Risk
STU1741,70.12,52.14,76.77,19.68,4.74,19,53.41,34.32,28,64.29,70.89,Medium Risk
STU1742,68.96,74.38,50.15,12.88,3.34,18,33.19,67.21,16,76.62,65.13,High Risk
STU1743,73.26,70.79,70.41,8.95,2.16,18,38.9,78.55,4,46.23,87.48,High Risk
STU1744,92.91,68.03,40.69,18.8,8.75,18,27.67,71.37,2,68.7,48.77,Medium Risk
STU1745,55.31,47.09,34.62,17.09,10.29,28,44.5,45.37,22,65.34,35.25,High Risk
STU1746,76.29,61.73,77.33,7.52,10.6,26,41.87,85.62,3,51.77,41.36,Medium Risk
STU1747,89.55,25.81,62.32,25.35,7.53,24,2.69,97.61,26,48.71,44.9,Medium Risk
STU1748,81.02,68.21,74.05,16.35,3.37,1,70.4,85.64,0,88.21,32.62,Low Risk
STU1749,75.41,90.72,69.64,19.84,5.27,22,100.0,86.77,23,30.68,80.8,Low Risk
STU1750,90.02,38.47,50.47,25.14,12.61,3,68.34,52.7,15,78.51,81.55,Medium Risk
STU1751,23.34,54.45,69.09,14.18,6.06,26,50.54,88.67,12,85.55,51.08,High Risk
STU1752,84.2,70.92,45.34,16.54,8.57,34,53.8,68.21,10,63.19,47.14,Medium Risk
STU1753,60.23,87.55,97.82,20.48,3.7,10,45.74,76.25,27,69.15,18.69,Low Risk
STU1754,39.05,56.93,42.88,8.2,9.35,17,56.98,73.04,17,93.6,68.92,High Risk
STU1755,81.2,52.54,66.08,14.43,6.17,14,54.19,62.33,4,52.49,88.07,High Risk
STU1756,96.73,29.56,49.15,15.0,12.19,32,36.5,46.08,0,54.76,42.26,High Risk
STU1757,69.53,66.86,81.41,6.35,11.09,20,92.02,63.19,13,57.1,52.66,Low Risk
STU1758,89.15,100.0,63.37,32.54,6.02,37,22.28,86.71,11,93.64,63.69,Low Risk
STU1759,100.0,69.99,59.63,2.74,7.49,24,70.8,55.29,0,96.43,89.49,Low Risk
STU1760,95.67,64.6,87.06,3.62,5.8,22,52.77,84.65,11,37.29,59.0,Low Risk
STU1761,100.0,70.8,70.59,24.51,2.32,20,96.82,81.22,7,90.14,58.91,Low Risk
STU1762,85.36,64.8,80.33,19.71,4.57,28,62.5,58.42,12,86.02,58.59,Low Risk
STU1763,73.36,50.37,50.37,5.79,8.79,2,47.08,95.55,17,100.0,26.5,High Risk
STU1764,43.16,79.82,41.9,18.86,9.3,20,49.55,57.18,23,76.47,26.06,High Risk
STU1765,67.57,69.06,72.14,25.74,8.59,19,55.88,98.21,19,67.03,38.84,Low Risk
STU1766,56.82,65.32,63.62,13.76,6.79,27,29.86,74.55,6,93.19,75.26,High Risk
STU1767,100.0,47.44,82.53,34.79,11.73,18,38.13,64.65,14,83.38,48.29,Low Risk
STU1768,68.83,88.46,68.4,1.0,8.25,9,15.73,45.47,12,100.0,44.41,Medium Risk
STU1769,74.22,76.96,74.1,19.55,10.81,20,34.69,63.06,1,89.09,44.06,Low Risk
STU1770,81.93,55.05,37.53,23.33,0.9,9,57.07,60.52,15,71.38,52.25,High Risk
STU1771,72.78,83.03,100.0,21.13,0.5,1,61.6,37.32,26,42.17,89.04,Low Risk
STU1772,100.0,56.04,66.72,12.37,9.14,27,11.45,60.21,12,55.22,51.98,Medium Risk
STU1773,60.79,50.92,83.95,11.68,2.3,25,51.98,47.32,0,36.41,39.27,High Risk
STU1774,75.5,51.33,53.28,17.55,7.15,24,67.4,77.89,12,63.27,55.5,Medium Risk
STU1775,58.64,33.12,76.16,20.53,6.79,33,51.42,93.74,2,88.37,90.1,Medium Risk
STU1776,48.24,73.49,43.94,18.82,14.35,13,41.06,38.01,18,67.92,44.94,High Risk
STU1777,60.99,32.04,79.04,22.32,9.6,5,45.93,100.0,16,90.48,31.38,Medium Risk
STU1778,71.33,42.89,62.88,5.85,8.66,19,43.1,62.17,10,75.43,44.98,High Risk
STU1779,64.27,27.64,70.58,12.18,11.35,16,40.99,43.55,9,59.13,57.58,High Risk
STU1780,59.54,63.45,83.96,6.48,9.47,11,58.82,81.67,10,69.93,68.76,Medium Risk
STU1781,46.69,62.29,45.35,10.91,6.17,19,100.0,55.18,12,78.39,75.14,High Risk
STU1782,70.5,59.12,56.31,22.12,12.29,13,38.64,63.2,5,71.06,34.09,High Risk
STU1783,44.92,46.23,79.15,14.86,3.56,1,48.0,56.11,0,71.32,35.98,High Risk
STU1784,85.68,43.9,100.0,34.85,9.29,15,53.86,47.03,21,51.08,48.53,Low Risk
STU1785,73.48,73.36,67.24,15.55,1.81,8,39.88,80.93,8,58.47,68.69,Medium Risk
STU1786,45.76,55.09,81.82,14.48,8.82,22,79.16,58.7,13,100.0,29.8,Medium Risk
STU1787,66.43,70.69,67.86,14.85,8.77,13,2.84,33.39,14,95.03,42.85,High Risk
STU1788,58.46,49.07,100.0,8.9,14.71,31,43.32,77.12,14,35.58,43.15,Medium Risk
STU1789,77.75,68.26,35.06,13.54,1.74,36,73.0,38.48,2,15.93,73.83,High Risk
STU1790,96.13,88.46,71.89,23.02,5.6,26,48.53,39.63,0,69.68,65.57,Low Risk
STU1791,38.25,75.55,37.49,14.91,11.29,4,36.94,91.24,7,87.66,73.07,High Risk
STU1792,74.07,57.58,19.87,7.65,9.34,35,64.7,38.68,15,56.56,81.77,High Risk
STU1793,69.12,69.63,75.95,6.6,8.72,35,74.94,14.04,6,90.48,48.89,Medium Risk
STU1794,84.08,60.67,72.79,10.4,4.18,20,59.63,78.7,9,69.31,31.25,Medium Risk
STU1795,75.84,65.14,64.3,14.59,5.64,33,37.37,58.32,29,64.41,31.38,Medium Risk
STU1796,58.46,59.14,67.88,23.55,12.98,14,65.04,60.21,0,84.63,18.24,Medium Risk
STU1797,66.26,62.04,100.0,3.28,7.79,1,46.15,58.08,5,56.3,45.82,Medium Risk
STU1798,57.67,68.82,64.84,11.44,9.5,12,71.39,70.1,27,61.69,47.32,Medium Risk
STU1799,91.37,47.12,80.2,15.15,7.54,37,87.63,48.44,11,82.74,70.75,Low Risk
STU1800,72.38,46.71,57.01,1.0,3.27,5,0.0,97.47,6,67.31,55.34,High Risk
STU1801,100.0,40.01,75.9,7.33,11.74,19,57.44,32.52,21,100.0,45.19,Low Risk
STU1802,70.91,36.2,65.24,8.56,10.01,20,16.81,74.79,12,83.26,52.68,High Risk
STU1803,59.25,43.09,61.79,7.63,17.22,14,100.0,79.13,9,81.83,34.22,Medium Risk
STU1804,44.75,67.87,100.0,15.54,3.94,15,44.7,48.29,13,66.91,75.51,Medium Risk
STU1805,39.54,48.93,93.54,12.72,11.29,20,71.42,42.48,6,87.24,39.28,High Risk
STU1806,43.49,74.25,72.73,9.56,2.75,14,54.22,87.38,3,60.9,32.2,High Risk
STU1807,76.81,65.62,23.92,17.42,8.63,5,37.33,43.2,11,74.21,71.36,High Risk
STU1808,81.16,29.57,62.78,27.78,11.91,22,34.71,51.65,3,47.84,66.48,High Risk
STU1809,43.54,76.79,100.0,27.11,0.5,30,89.88,84.52,12,90.87,20.53,Low Risk
STU1810,88.11,79.59,65.39,1.0,7.18,28,76.03,65.76,14,74.39,72.1,Low Risk
STU1811,63.3,47.11,92.06,18.62,5.75,11,97.76,25.46,18,100.0,40.17,Medium Risk
STU1812,74.64,72.56,98.84,12.58,5.19,7,56.22,100.0,21,100.0,47.52,Low Risk
STU1813,100.0,49.58,74.38,15.24,9.54,17,61.33,53.34,8,84.79,58.74,Low Risk
STU1814,88.14,66.76,53.16,10.81,12.48,35,49.12,56.14,15,69.51,66.73,Medium Risk
STU1815,67.17,42.24,21.29,14.94,7.47,26,48.68,70.63,15,47.19,63.91,High Risk
STU1816,55.96,32.72,83.68,15.21,8.82,27,32.08,78.75,14,87.9,54.0,High Risk
STU1817,33.27,58.11,53.7,9.37,8.46,28,56.85,100.0,8,72.63,46.51,High Risk
STU1818,59.06,62.77,73.52,6.83,8.01,24,37.64,28.48,3,79.84,63.24,High Risk
STU1819,68.2,57.84,45.0,10.41,3.64,21,64.72,83.17,16,100.0,52.63,Medium Risk
STU1820,54.23,43.69,64.7,15.87,12.43,26,58.74,81.35,0,49.86,91.11,High Risk
STU1821,69.64,57.8,70.67,18.79,9.18,14,61.33,61.98,9,47.67,66.73,Medium Risk
STU1822,73.38,69.85,75.37,20.83,9.58,5,91.85,82.32,0,62.8,36.53,Low Risk
STU1823,67.95,64.19,47.7,10.05,4.77,27,54.17,85.55,1,86.07,45.45,High Risk
STU1824,60.3,68.29,93.94,16.27,6.16,32,71.65,34.6,4,80.21,55.96,Medium Risk
STU1825,75.04,52.94,58.06,21.7,7.3,8,100.0,100.0,20,48.29,80.99,Medium Risk
STU1826,79.95,86.09,36.51,23.32,1.86,28,83.75,30.71,17,84.64,83.22,Medium Risk
STU1827,52.37,43.83,67.82,13.53,1.25,36,80.37,40.02,7,41.57,47.08,High Risk
STU1828,97.4,73.78,70.69,12.23,5.6,19,48.25,59.24,17,49.57,36.33,Low Risk
STU1829,70.23,86.27,73.21,15.53,10.09,11,60.05,100.0,19,65.46,33.77,Low Risk
STU1830,72.34,73.66,97.24,4.8,5.39,21,26.0,58.22,10,55.82,60.05,Medium Risk
STU1831,84.75,61.35,65.27,12.45,3.92,14,65.98,64.3,0,87.58,100.0,Medium Risk
STU1832,76.2,55.49,67.61,19.96,4.74,13,61.04,96.51,10,74.3,65.78,Medium Risk
STU1833,89.16,83.65,47.94,19.14,6.18,24,55.51,58.39,11,100.0,23.12,Low Risk
STU1834,77.17,39.39,86.41,11.84,6.58,3,77.6,39.07,2,62.56,40.48,High Risk
STU1835,60.98,47.54,73.69,15.74,16.66,5,28.43,55.82,14,65.31,42.52,High Risk
STU1836,78.51,57.84,61.6,7.4,12.22,20,90.97,95.16,14,94.63,38.56,Low Risk
STU1837,51.41,87.28,31.91,19.63,12.1,19,74.84,66.56,15,66.0,47.24,High Risk
STU1838,73.95,71.84,98.89,13.38,12.67,23,53.45,100.0,14,100.0,62.39,Low Risk
STU1839,71.4,47.58,45.45,11.79,4.0,38,51.73,81.23,17,79.9,68.64,High Risk
STU1840,68.25,59.41,58.17,11.11,3.11,21,65.57,50.81,10,16.24,76.84,High Risk
STU1841,69.69,53.94,77.17,13.5,3.57,25,88.46,66.12,13,93.91,65.48,Low Risk
STU1842,38.13,52.22,46.07,10.42,13.34,10,57.24,46.23,8,88.08,15.92,High Risk
STU1843,62.12,82.62,40.13,19.27,5.81,27,58.17,50.29,7,88.93,33.85,Medium Risk
STU1844,73.67,40.31,27.52,10.84,2.99,14,55.4,100.0,22,25.96,51.84,High Risk
STU1845,74.88,93.96,84.42,26.74,6.28,20,94.2,87.41,0,53.41,57.95,Low Risk
STU1846,53.5,79.91,59.1,25.72,7.05,18,46.88,83.94,19,55.05,72.23,Medium Risk
STU1847,94.78,84.64,100.0,6.87,9.07,30,54.35,51.29,7,49.5,55.86,Low Risk
STU1848,56.41,56.67,50.11,14.56,9.0,6,87.2,99.53,5,100.0,56.01,High Risk
STU1849,89.45,62.3,51.57,8.79,4.69,1,58.23,89.19,14,67.74,59.76,Medium Risk
STU1850,79.69,39.2,58.69,11.39,10.74,17,80.02,100.0,0,67.2,49.9,Medium Risk
STU1851,60.37,55.56,74.86,30.02,5.44,24,34.95,100.0,5,80.14,56.74,Medium Risk
STU1852,100.0,73.89,60.6,11.54,7.37,21,50.48,32.46,5,80.52,77.52,Medium Risk
STU1853,50.51,88.33,82.25,16.88,10.75,32,87.66,40.58,10,0.0,53.32,Medium Risk
STU1854,88.54,45.07,50.43,18.33,5.43,24,40.12,42.92,5,53.78,54.4,High Risk
STU1855,90.01,58.42,42.37,5.99,5.72,14,51.67,44.23,24,36.92,54.33,High Risk
STU1856,59.93,62.28,34.04,7.16,10.37,1,60.65,72.12,26,76.81,80.96,High Risk
STU1857,97.06,39.88,25.53,4.35,4.57,17,33.24,52.53,0,61.64,32.84,High Risk
STU1858,67.5,75.64,59.64,6.91,6.46,30,45.9,100.0,16,68.34,90.52,Medium Risk
STU1859,77.2,51.97,63.98,1.0,10.22,16,57.48,100.0,18,22.27,31.47,High Risk
STU1860,76.69,61.48,57.37,18.36,16.22,20,56.03,64.86,16,61.18,41.92,Medium Risk
STU1861,69.58,56.86,94.87,30.43,10.42,24,83.17,100.0,6,92.53,69.89,Low Risk
STU1862,86.59,50.79,94.56,15.18,9.89,9,88.91,97.74,10,99.01,75.61,Low Risk
STU1863,86.28,64.87,63.3,2.67,10.12,26,36.17,55.08,6,83.81,26.93,Medium Risk
STU1864,40.53,61.12,34.12,8.86,3.71,36,57.45,20.8,8,38.62,33.15,High Risk
STU1865,95.48,58.31,58.67,10.33,8.46,18,69.83,60.2,2,95.71,60.56,Medium Risk
STU1866,42.08,51.89,58.0,5.86,7.88,8,88.36,50.82,11,83.93,100.0,High Risk
STU1867,90.59,70.75,56.86,20.88,9.29,19,70.81,69.54,0,65.42,79.93,Low Risk
STU1868,92.28,94.77,56.05,20.48,8.47,1,61.4,66.96,10,23.45,50.04,Low Risk
STU1869,52.36,67.52,56.93,4.76,9.52,23,69.66,66.39,2,88.98,6.62,High Risk
STU1870,64.61,82.93,62.27,19.8,6.75,24,69.82,76.52,13,54.97,56.63,Medium Risk
STU1871,52.1,39.98,57.29,26.21,8.23,36,34.59,38.32,6,75.62,62.25,High Risk
STU1872,68.13,67.84,74.17,29.22,3.09,18,59.24,74.05,14,69.5,47.35,Low Risk
STU1873,66.46,45.25,77.21,36.92,6.72,24,87.1,55.33,20,100.0,37.99,Low Risk
STU1874,86.03,38.42,51.79,6.78,13.56,11,50.44,69.4,24,65.24,58.18,High Risk
STU1875,95.59,51.69,95.42,36.59,9.28,16,57.85,86.06,0,67.67,36.15,Low Risk
STU1876,97.12,86.45,50.4,11.17,7.92,4,49.66,38.06,5,100.0,92.45,Medium Risk
STU1877,61.88,82.1,37.64,9.26,15.58,18,4.1,58.81,9,53.52,85.33,High Risk
STU1878,68.23,69.37,77.62,16.62,2.56,16,55.45,62.39,15,85.92,68.16,Medium Risk
STU1879,41.7,37.41,53.65,9.34,3.56,22,61.64,53.69,0,63.63,56.79,High Risk
STU1880,57.49,61.47,76.43,17.19,14.85,13,43.73,84.8,4,45.94,41.8,High Risk
STU1881,89.37,70.43,21.93,3.44,8.18,20,29.6,49.15,13,68.03,54.58,High Risk
STU1882,100.0,68.16,97.85,12.09,7.03,16,35.63,52.78,12,83.22,87.79,Low Risk
STU1883,49.78,31.81,83.45,24.28,3.2,16,71.81,49.38,15,97.78,72.37,High Risk
STU1884,61.34,48.97,39.99,13.54,9.79,20,98.4,89.03,15,100.0,59.07,Medium Risk
STU1885,71.52,63.85,40.42,15.13,10.18,20,85.41,54.17,14,61.52,73.48,High Risk
STU1886,77.04,74.65,100.0,17.8,3.62,27,25.42,75.12,13,46.28,65.91,Low Risk
STU1887,57.43,25.47,55.25,23.37,7.44,18,73.8,100.0,12,60.99,62.93,High Risk
STU1888,79.63,62.08,53.32,1.0,6.66,16,40.41,63.35,17,42.01,74.61,High Risk
STU1889,63.47,67.57,24.68,18.68,9.02,18,42.19,89.47,0,63.22,65.34,High Risk
STU1890,71.74,80.29,62.98,11.85,3.52,12,44.84,100.0,24,60.48,72.17,Low Risk
STU1891,81.83,77.47,65.45,15.33,13.01,16,70.53,87.6,0,84.0,58.23,Low Risk
STU1892,72.12,75.49,84.31,22.48,11.66,40,76.1,64.63,3,19.47,49.92,Low Risk
STU1893,64.15,50.6,42.02,4.45,6.55,10,52.84,79.13,10,51.86,44.04,High Risk
STU1894,70.03,30.66,39.59,5.9,7.13,17,53.22,36.68,17,52.04,41.65,High Risk
STU1895,70.41,57.93,79.02,1.0,7.45,16,65.21,47.84,0,94.12,22.9,Medium Risk
STU1896,65.34,83.03,90.13,9.61,4.89,17,67.5,51.7,11,43.5,36.76,Medium Risk
STU1897,67.34,90.08,38.58,24.64,6.23,16,80.88,100.0,18,72.99,36.18,Low Risk
STU1898,100.0,77.79,91.63,13.04,6.92,22,26.74,47.12,19,65.18,44.85,Low Risk
STU1899,82.1,72.73,70.75,3.28,14.45,2,55.44,46.8,6,90.95,86.24,Medium Risk
STU1900,66.68,71.83,91.84,10.11,11.79,30,31.5,42.03,9,81.11,51.85,Medium Risk
STU1901,84.55,54.99,68.6,2.1,11.74,26,53.88,77.32,7,70.67,59.84,Medium Risk
STU1902,65.99,62.66,19.55,5.0,9.48,7,50.02,68.14,8,55.8,60.47,High Risk
STU1903,93.12,95.04,66.96,17.11,3.53,1,53.97,88.91,3,27.25,86.75,Low Risk
STU1904,78.65,48.03,91.2,4.61,7.83,10,37.41,79.77,4,73.44,43.49,Medium Risk
STU1905,70.07,94.07,52.13,22.9,11.88,17,22.28,34.63,15,79.67,50.55,Medium Risk
